tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__Pseudomonas_E_mediterranea,g__Pseudomonas_E,rank_6,s__Pseudomonas_E_mediterranea,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E_mediterranea
g__Desulfovibrio_N,f__Desulfovibrionaceae,rank_5,g__Desulfovibrio_N,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_N,
s__Desulfovibrio_N_putealis,g__Desulfovibrio_N,rank_6,s__Desulfovibrio_N_putealis,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_N,s__Desulfovibrio_N_putealis
s__Erysipelatoclostridium_ramosum,g__Erysipelatoclostridium,rank_6,s__Erysipelatoclostridium_ramosum,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium_ramosum
g__Rheinheimera,f__Alteromonadaceae,rank_5,g__Rheinheimera,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Rheinheimera,
s__Rheinheimera_salexigens,g__Rheinheimera,rank_6,s__Rheinheimera_salexigens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Rheinheimera,s__Rheinheimera_salexigens
o__UBA10199,c__UBA10199,rank_3,o__UBA10199,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,,,
f__UBA10199,o__UBA10199,rank_4,f__UBA10199,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,f__UBA10199,,
g__2-12-FULL-40-28,f__UBA10199,rank_5,g__2-12-FULL-40-28,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,f__UBA10199,g__2-12-FULL-40-28,
s__Flavobacterium_daejeonense,g__Flavobacterium,rank_6,s__Flavobacterium_daejeonense,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_daejeonense
g__Ruminiclostridium,f__Acetivibrionaceae,rank_5,g__Ruminiclostridium,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__Ruminiclostridium,
s__Ruminiclostridium_thermocellum,g__Ruminiclostridium,rank_6,s__Ruminiclostridium_thermocellum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__Ruminiclostridium,s__Ruminiclostridium_thermocellum
s__Propionivibrio_aalborgensis,g__Propionivibrio,rank_6,s__Propionivibrio_aalborgensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Propionivibrio,s__Propionivibrio_aalborgensis
g__Micavibrio,f__Micavibrionaceae,rank_5,g__Micavibrio,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio,
s__Micavibrio_aeruginosavorus,g__Micavibrio,rank_6,s__Micavibrio_aeruginosavorus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio,s__Micavibrio_aeruginosavorus
s__Streptococcus_thermophilus,g__Streptococcus,rank_6,s__Streptococcus_thermophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_thermophilus
g__Desulfobacterium_A,f__Desulfobacteraceae,rank_5,g__Desulfobacterium_A,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacterium_A,
s__Desulfobacterium_A_vacuolatum,g__Desulfobacterium_A,rank_6,s__Desulfobacterium_A_vacuolatum,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacterium_A,s__Desulfobacterium_A_vacuolatum
s__Streptococcus_constellatus,g__Streptococcus,rank_6,s__Streptococcus_constellatus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_constellatus
g__Salinarchaeum,f__Haloferacaceae,rank_5,g__Salinarchaeum,Root,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Salinarchaeum,
s__Geobacillus_thermodenitrificans,g__Geobacillus,rank_6,s__Geobacillus_thermodenitrificans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Geobacillus,s__Geobacillus_thermodenitrificans
g__Methylomarinum,f__Methylomonaceae,rank_5,g__Methylomarinum,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylomarinum,
s__Methylomarinum_vadi,g__Methylomarinum,rank_6,s__Methylomarinum_vadi,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylomarinum,s__Methylomarinum_vadi
g__Methanococcoides,f__Methanosarcinaceae,rank_5,g__Methanococcoides,Root,d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanococcoides,
s__Methanococcoides_vulcani,g__Methanococcoides,rank_6,s__Methanococcoides_vulcani,Root,d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanococcoides,s__Methanococcoides_vulcani
g__Nitrospira_C,f__Nitrospiraceae,rank_5,g__Nitrospira_C,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_C,
s__Nitrospira_C_japonica,g__Nitrospira_C,rank_6,s__Nitrospira_C_japonica,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_C,s__Nitrospira_C_japonica
s__Mycoplasma_C_pneumoniae,g__Mycoplasma_C,rank_6,s__Mycoplasma_C_pneumoniae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Ureaplasmataceae,g__Mycoplasma_C,s__Mycoplasma_C_pneumoniae
g__Methanoplasma,f__Methanomethylophilaceae,rank_5,g__Methanoplasma,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,
s__Methanoplasma_termitum,g__Methanoplasma,rank_6,s__Methanoplasma_termitum,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma_termitum
o__Sneathiellales,c__Alphaproteobacteria,rank_3,o__Sneathiellales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,,,
f__Sneathiellaceae,o__Sneathiellales,rank_4,f__Sneathiellaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae,,
g__Oceanibacterium,f__Sneathiellaceae,rank_5,g__Oceanibacterium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae,g__Oceanibacterium,
s__Oceanibacterium_hippocampi,g__Oceanibacterium,rank_6,s__Oceanibacterium_hippocampi,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sneathiellales,f__Sneathiellaceae,g__Oceanibacterium,s__Oceanibacterium_hippocampi
g__Synergistes,f__Synergistaceae,rank_5,g__Synergistes,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Synergistes,
s__Synergistes_jonesii,g__Synergistes,rank_6,s__Synergistes_jonesii,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Synergistes,s__Synergistes_jonesii
g__CAG-590,f__Lachnospiraceae,rank_5,g__CAG-590,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,
g__Streptacidiphilus_A,f__Streptomycetaceae,rank_5,g__Streptacidiphilus_A,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus_A,
s__Streptacidiphilus_A_oryzae,g__Streptacidiphilus_A,rank_6,s__Streptacidiphilus_A_oryzae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus_A,s__Streptacidiphilus_A_oryzae
s__Rathayibacter_tanaceti,g__Rathayibacter,rank_6,s__Rathayibacter_tanaceti,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Rathayibacter,s__Rathayibacter_tanaceti
g__Methanomassiliicoccus,f__Methanomassiliicoccaceae,rank_5,g__Methanomassiliicoccus,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus,
s__Methanomassiliicoccus_luminyensis,g__Methanomassiliicoccus,rank_6,s__Methanomassiliicoccus_luminyensis,Root,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomassiliicoccaceae,g__Methanomassiliicoccus,s__Methanomassiliicoccus_luminyensis
g__Bacillus_G,f__Bacillaceae_I,rank_5,g__Bacillus_G,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_I,g__Bacillus_G,
s__Bacillus_G_horikoshii_A,g__Bacillus_G,rank_6,s__Bacillus_G_horikoshii_A,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_I,g__Bacillus_G,s__Bacillus_G_horikoshii_A
g__Endobugula,f__Cellvibrionaceae,rank_5,g__Endobugula,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Endobugula,
s__Endobugula_sertula,g__Endobugula,rank_6,s__Endobugula_sertula,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Endobugula,s__Endobugula_sertula
s__Bifidobacterium_vaginale,g__Bifidobacterium,rank_6,s__Bifidobacterium_vaginale,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_vaginale
s__Butyricicoccus_sp1,g__Butyricicoccus,rank_6,s__Butyricicoccus_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus_sp1
s__Moraxella_catarrhalis,g__Moraxella,rank_6,s__Moraxella_catarrhalis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella_catarrhalis
g__Acidovorax_B,f__Burkholderiaceae,rank_5,g__Acidovorax_B,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_B,
s__Acidovorax_B_soli,g__Acidovorax_B,rank_6,s__Acidovorax_B_soli,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_B,s__Acidovorax_B_soli
s__Cyclobacterium_lianum,g__Cyclobacterium,rank_6,s__Cyclobacterium_lianum,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Cyclobacterium,s__Cyclobacterium_lianum
s__Streptococcus_canis,g__Streptococcus,rank_6,s__Streptococcus_canis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_canis
g__Thermithiobacillus,f__Acidithiobacillaceae,rank_5,g__Thermithiobacillus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidithiobacillales,f__Acidithiobacillaceae,g__Thermithiobacillus,
s__Thermithiobacillus_tepidarius,g__Thermithiobacillus,rank_6,s__Thermithiobacillus_tepidarius,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Acidithiobacillales,f__Acidithiobacillaceae,g__Thermithiobacillus,s__Thermithiobacillus_tepidarius
g__Neoehrlichia,f__Anaplasmataceae,rank_5,g__Neoehrlichia,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Neoehrlichia,
s__Neoehrlichia_lotoris,g__Neoehrlichia,rank_6,s__Neoehrlichia_lotoris,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae,g__Neoehrlichia,s__Neoehrlichia_lotoris
s__Xenorhabdus_beddingii,g__Xenorhabdus,rank_6,s__Xenorhabdus_beddingii,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Xenorhabdus,s__Xenorhabdus_beddingii
s__Nitrosopumilus_piranensis,g__Nitrosopumilus,rank_6,s__Nitrosopumilus_piranensis,Root,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus_piranensis
g__Hoeflea,f__Rhizobiaceae,rank_5,g__Hoeflea,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Hoeflea,
g__Bacillus_AG,f__Bacillaceae_H,rank_5,g__Bacillus_AG,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__Bacillus_AG,
s__Bacillus_AG_koreensis,g__Bacillus_AG,rank_6,s__Bacillus_AG_koreensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__Bacillus_AG,s__Bacillus_AG_koreensis
s__Altererythrobacter_ishigakiensis,g__Altererythrobacter,rank_6,s__Altererythrobacter_ishigakiensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__Altererythrobacter_ishigakiensis
g__Contendobacter,f__Competibacteraceae,rank_5,g__Contendobacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Contendobacter,
s__Contendobacter_odensis,g__Contendobacter,rank_6,s__Contendobacter_odensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Competibacterales,f__Competibacteraceae,g__Contendobacter,s__Contendobacter_odensis
s__Streptacidiphilus_neutrinimicus,g__Streptacidiphilus,rank_6,s__Streptacidiphilus_neutrinimicus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptacidiphilus,s__Streptacidiphilus_neutrinimicus
s__Lewinella_persica,g__Lewinella,rank_6,s__Lewinella_persica,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Lewinella,s__Lewinella_persica
s__Alloscardovia_macacae,g__Alloscardovia,rank_6,s__Alloscardovia_macacae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia_macacae
f__Massilibacillaceae,o__Selenomonadales,rank_4,f__Massilibacillaceae,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Massilibacillaceae,,
g__Massilibacillus,f__Massilibacillaceae,rank_5,g__Massilibacillus,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Massilibacillaceae,g__Massilibacillus,
s__Massilibacillus_massiliensis,g__Massilibacillus,rank_6,s__Massilibacillus_massiliensis,Root,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Massilibacillaceae,g__Massilibacillus,s__Massilibacillus_massiliensis
g__BBD-1991-12,f__Cyclobacteriaceae,rank_5,g__BBD-1991-12,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__BBD-1991-12,
g__Acidovorax_C,f__Burkholderiaceae,rank_5,g__Acidovorax_C,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_C,
s__Acidovorax_C_caeni,g__Acidovorax_C,rank_6,s__Acidovorax_C_caeni,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_C,s__Acidovorax_C_caeni
g__Solibacter,f__Solibacteraceae,rank_5,g__Solibacter,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,g__Solibacter,
s__Solibacter_usitatus,g__Solibacter,rank_6,s__Solibacter_usitatus,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,g__Solibacter,s__Solibacter_usitatus
g__Deinococcus_C,f__Deinococcaceae,rank_5,g__Deinococcus_C,Root,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus_C,
s__Deinococcus_C_misasensis,g__Deinococcus_C,rank_6,s__Deinococcus_C_misasensis,Root,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus_C,s__Deinococcus_C_misasensis
g__2-02-FULL-62-14,f__Nitrospiraceae,rank_5,g__2-02-FULL-62-14,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__2-02-FULL-62-14,
s__Dehalogenimonas_formicexedens,g__Dehalogenimonas,rank_6,s__Dehalogenimonas_formicexedens,Root,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,f__Dehalococcoidaceae,g__Dehalogenimonas,s__Dehalogenimonas_formicexedens
s__Porphyromonas_sp2,g__Porphyromonas,rank_6,s__Porphyromonas_sp2,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_sp2
s__Algoriphagus_locisalis,g__Algoriphagus,rank_6,s__Algoriphagus_locisalis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,s__Algoriphagus_locisalis
g__Nafulsella,f__Cyclobacteriaceae,rank_5,g__Nafulsella,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Nafulsella,
s__Nafulsella_turpanensis,g__Nafulsella,rank_6,s__Nafulsella_turpanensis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Nafulsella,s__Nafulsella_turpanensis
g__Eubacterium_B,f__Anaerovoracaceae,rank_5,g__Eubacterium_B,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Eubacterium_B,
s__Eubacterium_B_sulci,g__Eubacterium_B,rank_6,s__Eubacterium_B_sulci,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Eubacterium_B,s__Eubacterium_B_sulci
s__Paracoccus_sanguinis,g__Paracoccus,rank_6,s__Paracoccus_sanguinis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__Paracoccus_sanguinis
s__Campylobacter_A_rectus,g__Campylobacter_A,rank_6,s__Campylobacter_A_rectus,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_A,s__Campylobacter_A_rectus
s__Photobacterium_proteolyticum,g__Photobacterium,rank_6,s__Photobacterium_proteolyticum,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_proteolyticum
g__Pseudomonas_G,f__Pseudomonadaceae,rank_5,g__Pseudomonas_G,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_G,
s__Pseudomonas_G_thermotolerans,g__Pseudomonas_G,rank_6,s__Pseudomonas_G_thermotolerans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_G,s__Pseudomonas_G_thermotolerans
g__Methanohalophilus,f__Methanosarcinaceae,rank_5,g__Methanohalophilus,Root,d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanohalophilus,
s__Methanohalophilus_halophilus,g__Methanohalophilus,rank_6,s__Methanohalophilus_halophilus,Root,d__Archaea,p__Halobacterota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanohalophilus,s__Methanohalophilus_halophilus
g__Methylobacter,f__Methylomonaceae,rank_5,g__Methylobacter,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylobacter,
s__Methylobacter_luteus,g__Methylobacter,rank_6,s__Methylobacter_luteus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylobacter,s__Methylobacter_luteus
s__Gordonia_hirsuta,g__Gordonia,rank_6,s__Gordonia_hirsuta,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia,s__Gordonia_hirsuta
s__Methanomethylicus_mesodigestum,g__Methanomethylicus,rank_6,s__Methanomethylicus_mesodigestum,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,o__Methanomethyliales,f__Methanomethyliaceae,g__Methanomethylicus,s__Methanomethylicus_mesodigestum
g__Persephonella,f__Hydrogenothermaceae,rank_5,g__Persephonella,Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Hydrogenothermales,f__Hydrogenothermaceae,g__Persephonella,
s__Persephonella_marina,g__Persephonella,rank_6,s__Persephonella_marina,Root,d__Bacteria,p__Aquificae,c__Aquificae,o__Hydrogenothermales,f__Hydrogenothermaceae,g__Persephonella,s__Persephonella_marina
s__Lactobacillus_kefiranofaciens,g__Lactobacillus,rank_6,s__Lactobacillus_kefiranofaciens,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_kefiranofaciens
s__Thiomicrospira_A_chilensis,g__Thiomicrospira_A,rank_6,s__Thiomicrospira_A_chilensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thiomicrospiraceae,g__Thiomicrospira_A,s__Thiomicrospira_A_chilensis
g__Puniceibacterium,f__Rhodobacteraceae,rank_5,g__Puniceibacterium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Puniceibacterium,
s__Streptococcus_varani,g__Streptococcus,rank_6,s__Streptococcus_varani,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_varani
g__Thiolapillus,f__Sedimenticolaceae,rank_5,g__Thiolapillus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Sedimenticolaceae,g__Thiolapillus,
s__Thiolapillus_brandeum,g__Thiolapillus,rank_6,s__Thiolapillus_brandeum,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Sedimenticolaceae,g__Thiolapillus,s__Thiolapillus_brandeum
s__Brachyspira_intermedia,g__Brachyspira,rank_6,s__Brachyspira_intermedia,Root,d__Bacteria,p__Spirochaetes,c__Brachyspirae,o__Brachyspirales,f__Brachyspiraceae,g__Brachyspira,s__Brachyspira_intermedia
g__Desnuesiella,f__Clostridiaceae,rank_5,g__Desnuesiella,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Desnuesiella,
s__Desnuesiella_massiliensis,g__Desnuesiella,rank_6,s__Desnuesiella_massiliensis,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Desnuesiella,s__Desnuesiella_massiliensis
s__Nocardia_shimofusensis,g__Nocardia,rank_6,s__Nocardia_shimofusensis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Nocardia,s__Nocardia_shimofusensis
s__Gordonia_malaquae,g__Gordonia,rank_6,s__Gordonia_malaquae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia,s__Gordonia_malaquae
s__Frankia_alni,g__Frankia,rank_6,s__Frankia_alni,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,s__Frankia_alni
g__Azovibrio,f__Rhodocyclaceae,rank_5,g__Azovibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Azovibrio,
s__Azovibrio_restrictus,g__Azovibrio,rank_6,s__Azovibrio_restrictus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Azovibrio,s__Azovibrio_restrictus
s__Atopobium_A_vaginae_A,g__Atopobium_A,rank_6,s__Atopobium_A_vaginae_A,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium_A,s__Atopobium_A_vaginae_A
