tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Conchiformibius,f__Neisseriaceae,genus,g__Conchiformibius,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Conchiformibius,
s__Conchiformibius_kuhniae,g__Conchiformibius,species,s__Conchiformibius_kuhniae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Conchiformibius,s__Conchiformibius_kuhniae
f__Desulfomicrobiaceae,o__Desulfovibrionales,family,f__Desulfomicrobiaceae,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,,
g__Desulfomicrobium,f__Desulfomicrobiaceae,genus,g__Desulfomicrobium,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__Desulfomicrobium,
s__Desulfomicrobium_escambiense,g__Desulfomicrobium,species,s__Desulfomicrobium_escambiense,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfomicrobiaceae,g__Desulfomicrobium,s__Desulfomicrobium_escambiense
s__Bacillus_sp._2_A_57_CT2,g__Bacillus,species,s__Bacillus_sp._2_A_57_CT2,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp._2_A_57_CT2
s__Lactobacillus_rossiae,g__Lactobacillus,species,s__Lactobacillus_rossiae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_rossiae
g__Azonexus,f__Rhodocyclaceae,genus,g__Azonexus,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azonexus,
s__Azonexus_hydrophilus,g__Azonexus,species,s__Azonexus_hydrophilus,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Azonexus,s__Azonexus_hydrophilus
g__Halalkalibacillus,f__Bacillaceae,genus,g__Halalkalibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus,
s__Halalkalibacillus_halophilus,g__Halalkalibacillus,species,s__Halalkalibacillus_halophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus,s__Halalkalibacillus_halophilus
g__Agromyces,f__Microbacteriaceae,genus,g__Agromyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces,
s__Agromyces_italicus,g__Agromyces,species,s__Agromyces_italicus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces,s__Agromyces_italicus
o__Hydrogenophilales,c__Betaproteobacteria,order,o__Hydrogenophilales,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,,,
f__Hydrogenophilaceae,o__Hydrogenophilales,family,f__Hydrogenophilaceae,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,,
g__Tepidiphilus,f__Hydrogenophilaceae,genus,g__Tepidiphilus,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,g__Tepidiphilus,
s__Tepidiphilus_margaritifer,g__Tepidiphilus,species,s__Tepidiphilus_margaritifer,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Hydrogenophilales,f__Hydrogenophilaceae,g__Tepidiphilus,s__Tepidiphilus_margaritifer
s__Actinomyces_sp._oral_taxon_178,g__Actinomyces,species,s__Actinomyces_sp._oral_taxon_178,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_sp._oral_taxon_178
s__Actinomyces_sp._oral_taxon_171,g__Actinomyces,species,s__Actinomyces_sp._oral_taxon_171,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_sp._oral_taxon_171
s__Actinomyces_oris,g__Actinomyces,species,s__Actinomyces_oris,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_oris
s__Actinobacillus_ureae,g__Actinobacillus,species,s__Actinobacillus_ureae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,s__Actinobacillus_ureae
s__Aggregatibacter_segnis,g__Aggregatibacter,species,s__Aggregatibacter_segnis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter_segnis
s__Desulfovibrio_bastinii,g__Desulfovibrio,species,s__Desulfovibrio_bastinii,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_bastinii
s__Acinetobacter_sp._NIPH_973,g__Acinetobacter,species,s__Acinetobacter_sp._NIPH_973,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter_sp._NIPH_973
s__Mycobacterium_sp._MCS,g__Mycobacterium,species,s__Mycobacterium_sp._MCS,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_sp._MCS
s__Mycoplasma_capricolum,g__Mycoplasma,species,s__Mycoplasma_capricolum,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_capricolum
s__Mycoplasma_hyopneumoniae,g__Mycoplasma,species,s__Mycoplasma_hyopneumoniae,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_hyopneumoniae
s__Desulfitobacterium_dehalogenans,g__Desulfitobacterium,species,s__Desulfitobacterium_dehalogenans,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfitobacterium,s__Desulfitobacterium_dehalogenans
s__Leptospira_licerasiae,g__Leptospira,species,s__Leptospira_licerasiae,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Leptospiraceae,g__Leptospira,s__Leptospira_licerasiae
s__Streptomyces_sp._WMMB_714,g__Streptomyces,species,s__Streptomyces_sp._WMMB_714,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._WMMB_714
s__Janthinobacterium_sp._HH01,g__Janthinobacterium,species,s__Janthinobacterium_sp._HH01,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,s__Janthinobacterium_sp._HH01
s__Streptomyces_sp._WMMB_322,g__Streptomyces,species,s__Streptomyces_sp._WMMB_322,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._WMMB_322
s__Rhizobium_sp._42MFCr.1,g__Rhizobium,species,s__Rhizobium_sp._42MFCr.1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium_sp._42MFCr.1
s__Bacillus_sonorensis,g__Bacillus,species,s__Bacillus_sonorensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sonorensis
s__Collinsella_tanakaei,g__Collinsella,species,s__Collinsella_tanakaei,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella_tanakaei
s__Frankia_sp._Iso899,g__Frankia,species,s__Frankia_sp._Iso899,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Frankiaceae,g__Frankia,s__Frankia_sp._Iso899
g__Arenimonas,f__Lysobacteraceae,genus,g__Arenimonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Arenimonas,
s__Arenimonas_composti,g__Arenimonas,species,s__Arenimonas_composti,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Lysobacterales,f__Lysobacteraceae,g__Arenimonas,s__Arenimonas_composti
s__Blattabacterium_sp._(Blaberus_giganteus),g__Blattabacterium,species,s__Blattabacterium_sp._(Blaberus_giganteus),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Blaberus_giganteus)
s__Actinomyces_odontolyticus,g__Actinomyces,species,s__Actinomyces_odontolyticus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_odontolyticus
s__Aerococcus_viridans,g__Aerococcus,species,s__Aerococcus_viridans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Aerococcus,s__Aerococcus_viridans
g__Methylophaga,f__Piscirickettsiaceae,genus,g__Methylophaga,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Methylophaga,
s__Methylophaga_lonarensis,g__Methylophaga,species,s__Methylophaga_lonarensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Methylophaga,s__Methylophaga_lonarensis
s__Elizabethkingia_meningoseptica,g__Elizabethkingia,species,s__Elizabethkingia_meningoseptica,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Elizabethkingia,s__Elizabethkingia_meningoseptica
s__Achromobacter_piechaudii,g__Achromobacter,species,s__Achromobacter_piechaudii,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,s__Achromobacter_piechaudii
s__Clostridium_sp._L2-50,g__Clostridium,species,s__Clostridium_sp._L2-50,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_sp._L2-50
s__Eubacterium_ramulus,g__Eubacterium,species,s__Eubacterium_ramulus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_ramulus
s__Cupriavidus_taiwanensis,g__Cupriavidus,species,s__Cupriavidus_taiwanensis,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus_taiwanensis
s__Anoxybacillus_tepidamans,g__Anoxybacillus,species,s__Anoxybacillus_tepidamans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Anoxybacillus,s__Anoxybacillus_tepidamans
s__Leptolyngbya_sp._PCC_6406,g__Leptolyngbya,species,s__Leptolyngbya_sp._PCC_6406,Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,f__[Leptolyngbya],g__Leptolyngbya,s__Leptolyngbya_sp._PCC_6406
s__Sphingomonas_sp._URHD0057,g__Sphingomonas,species,s__Sphingomonas_sp._URHD0057,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_sp._URHD0057
s__Pseudanabaena_sp.,g__Pseudanabaena,species,s__Pseudanabaena_sp.,Root,d__Bacteria,p__Cyanobacteria,c__[Oscillatoriales],o__Oscillatoriales,f__[Pseudanabaena],g__Pseudanabaena,s__Pseudanabaena_sp.
s__Halomonas_elongata,g__Halomonas,species,s__Halomonas_elongata,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_elongata
s__Rhizobium_gallicum,g__Rhizobium,species,s__Rhizobium_gallicum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__Rhizobium_gallicum
g__Syntrophus,f__Syntrophaceae,genus,g__Syntrophus,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,
s__Syntrophus_aciditrophicus,g__Syntrophus,species,s__Syntrophus_aciditrophicus,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Syntrophus,s__Syntrophus_aciditrophicus
g__Syntrophomonas,f__Syntrophomonadaceae,genus,g__Syntrophomonas,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Syntrophomonadaceae,g__Syntrophomonas,
s__Syntrophomonas_wolfei,g__Syntrophomonas,species,s__Syntrophomonas_wolfei,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Syntrophomonadaceae,g__Syntrophomonas,s__Syntrophomonas_wolfei
s__Hyphomicrobium_denitrificans,g__Hyphomicrobium,species,s__Hyphomicrobium_denitrificans,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__Hyphomicrobium_denitrificans
s__Synechocystis_sp.,g__Synechocystis,species,s__Synechocystis_sp.,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechocystis],g__Synechocystis,s__Synechocystis_sp.
s__Amycolatopsis_alba,g__Amycolatopsis,species,s__Amycolatopsis_alba,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis_alba
s__Synechococcus_sp._JA-2-3B'a(2-13),g__Synechococcus,species,s__Synechococcus_sp._JA-2-3B'a(2-13),Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._JA-2-3B'a(2-13)
s__Lactobacillus_pentosus,g__Lactobacillus,species,s__Lactobacillus_pentosus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_pentosus
g__Methanohalobium,f__Methanosarcinaceae,genus,g__Methanohalobium,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanohalobium,
s__Methanohalobium_evestigatum,g__Methanohalobium,species,s__Methanohalobium_evestigatum,Root,d__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanohalobium,s__Methanohalobium_evestigatum
f__Desulfonatronumaceae,o__Desulfovibrionales,family,f__Desulfonatronumaceae,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfonatronumaceae,,
g__Desulfonatronum,f__Desulfonatronumaceae,genus,g__Desulfonatronum,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfonatronumaceae,g__Desulfonatronum,
s__Desulfonatronum_lacustre,g__Desulfonatronum,species,s__Desulfonatronum_lacustre,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfonatronumaceae,g__Desulfonatronum,s__Desulfonatronum_lacustre
f__[Rhodobacterales_bacterium_HTCC2255],o__Rhodobacterales,family,f__[Rhodobacterales_bacterium_HTCC2255],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__[Rhodobacterales_bacterium_HTCC2255],,
g__[Rhodobacterales_bacterium_HTCC2255],f__[Rhodobacterales_bacterium_HTCC2255],genus,g__[Rhodobacterales_bacterium_HTCC2255],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__[Rhodobacterales_bacterium_HTCC2255],g__[Rhodobacterales_bacterium_HTCC2255],
s__Rhodobacterales_bacterium_HTCC2255,g__[Rhodobacterales_bacterium_HTCC2255],species,s__Rhodobacterales_bacterium_HTCC2255,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__[Rhodobacterales_bacterium_HTCC2255],g__[Rhodobacterales_bacterium_HTCC2255],s__Rhodobacterales_bacterium_HTCC2255
s__Brevibacterium_linens,g__Brevibacterium,species,s__Brevibacterium_linens,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium_linens
s__Pyrobaculum_calidifontis,g__Pyrobaculum,species,s__Pyrobaculum_calidifontis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,s__Pyrobaculum_calidifontis
g__Blastopirellula,f__Planctomycetaceae,genus,g__Blastopirellula,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Blastopirellula,
s__Blastopirellula_marina,g__Blastopirellula,species,s__Blastopirellula_marina,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Planctomycetaceae,g__Blastopirellula,s__Blastopirellula_marina
s__[Cellvibrio]_gilvus,g__Cellulomonas,species,s__[Cellvibrio]_gilvus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Cellulomonas,s__[Cellvibrio]_gilvus
s__Prevotella_sp._oral_taxon_473,g__Alloprevotella,species,s__Prevotella_sp._oral_taxon_473,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Prevotella_sp._oral_taxon_473
g__Rhodopseudomonas,f__Bradyrhizobiaceae,genus,g__Rhodopseudomonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,
s__Rhodopseudomonas_palustris,g__Rhodopseudomonas,species,s__Rhodopseudomonas_palustris,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas_palustris
s__Sandarakinorhabdus_sp._AAP62,g__Sandarakinorhabdus,species,s__Sandarakinorhabdus_sp._AAP62,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sandarakinorhabdus,s__Sandarakinorhabdus_sp._AAP62
s__Colwellia_psychrerythraea,g__Colwellia,species,s__Colwellia_psychrerythraea,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Colwellia,s__Colwellia_psychrerythraea
s__Clostridium_tetani,g__Clostridium,species,s__Clostridium_tetani,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium_tetani
s__Carnobacterium_sp._WN1374,g__Carnobacterium,species,s__Carnobacterium_sp._WN1374,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Carnobacterium,s__Carnobacterium_sp._WN1374
s__Corynebacterium_diphtheriae,g__Corynebacterium,species,s__Corynebacterium_diphtheriae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_diphtheriae
s__Kitasatospora_setae,g__Kitasatospora,species,s__Kitasatospora_setae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora_setae
s__Dechloromonas_aromatica,g__Dechloromonas,species,s__Dechloromonas_aromatica,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Dechloromonas,s__Dechloromonas_aromatica
s__Corynebacterium_casei,g__Corynebacterium,species,s__Corynebacterium_casei,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_casei
s__Streptomyces_sp._351MFTsu5.1,g__Streptomyces,species,s__Streptomyces_sp._351MFTsu5.1,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._351MFTsu5.1
s__Nocardia_sp._348MFTsu5.1,g__Nocardia,species,s__Nocardia_sp._348MFTsu5.1,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_sp._348MFTsu5.1
o__[gamma_proteobacterium_WG36],c__Gammaproteobacteria,order,o__[gamma_proteobacterium_WG36],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_WG36],,,
f__[gamma_proteobacterium_WG36],o__[gamma_proteobacterium_WG36],family,f__[gamma_proteobacterium_WG36],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_WG36],f__[gamma_proteobacterium_WG36],,
g__[gamma_proteobacterium_WG36],f__[gamma_proteobacterium_WG36],genus,g__[gamma_proteobacterium_WG36],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_WG36],f__[gamma_proteobacterium_WG36],g__[gamma_proteobacterium_WG36],
s__gamma_proteobacterium_WG36,g__[gamma_proteobacterium_WG36],species,s__gamma_proteobacterium_WG36,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_WG36],f__[gamma_proteobacterium_WG36],g__[gamma_proteobacterium_WG36],s__gamma_proteobacterium_WG36
s__Halomonas_sp._BJGMM-B45,g__Halomonas,species,s__Halomonas_sp._BJGMM-B45,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__Halomonas_sp._BJGMM-B45
s__Thermococcus_nautili,g__Thermococcus,species,s__Thermococcus_nautili,Root,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus_nautili
g__Pseudophaeobacter,f__Rhodobacteraceae,genus,g__Pseudophaeobacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudophaeobacter,
s__Pseudophaeobacter_arcticus,g__Pseudophaeobacter,species,s__Pseudophaeobacter_arcticus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudophaeobacter,s__Pseudophaeobacter_arcticus
s__Agrobacterium_sp._224MFTsu3.1,g__Agrobacterium,species,s__Agrobacterium_sp._224MFTsu3.1,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium_sp._224MFTsu3.1
s__Ureaplasma_diversum,g__Ureaplasma,species,s__Ureaplasma_diversum,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Ureaplasma,s__Ureaplasma_diversum
s__Streptomyces_sp._303MFCol5.2,g__Streptomyces,species,s__Streptomyces_sp._303MFCol5.2,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._303MFCol5.2
s__Bacillus_sp._123MFChir2,g__Bacillus,species,s__Bacillus_sp._123MFChir2,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_sp._123MFChir2
s__Streptomyces_sp._HmicA12,g__Streptomyces,species,s__Streptomyces_sp._HmicA12,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces_sp._HmicA12
s__Synechococcus_sp._JA-3-3Ab,g__Synechococcus,species,s__Synechococcus_sp._JA-3-3Ab,Root,d__Bacteria,p__Cyanobacteria,c__[Chroococcales],o__Chroococcales,f__[Synechococcus],g__Synechococcus,s__Synechococcus_sp._JA-3-3Ab
s__Streptococcus_mutans,g__Streptococcus,species,s__Streptococcus_mutans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_mutans
s__Sphingomonas_echinoides,g__Sphingomonas,species,s__Sphingomonas_echinoides,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas_echinoides
s__Cupriavidus_pinatubonensis,g__Cupriavidus,species,s__Cupriavidus_pinatubonensis,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus_pinatubonensis
s__Nocardia_testacea,g__Nocardia,species,s__Nocardia_testacea,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Nocardia,s__Nocardia_testacea
s__Curtobacterium_sp._UNCCL17,g__Curtobacterium,species,s__Curtobacterium_sp._UNCCL17,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Curtobacterium,s__Curtobacterium_sp._UNCCL17
s__Chlamydia_trachomatis,g__Chlamydia,species,s__Chlamydia_trachomatis,Root,d__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__Chlamydia_trachomatis
s__Psychrobacter_cryohalolentis,g__Psychrobacter,species,s__Psychrobacter_cryohalolentis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__Psychrobacter_cryohalolentis
s__Asticcacaulis_sp._AC460,g__Asticcacaulis,species,s__Asticcacaulis_sp._AC460,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__Asticcacaulis_sp._AC460
o__[alpha_proteobacterium_SCGC_AAA240-E13],c__Alphaproteobacteria,order,o__[alpha_proteobacterium_SCGC_AAA240-E13],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_SCGC_AAA240-E13],,,
f__[alpha_proteobacterium_SCGC_AAA240-E13],o__[alpha_proteobacterium_SCGC_AAA240-E13],family,f__[alpha_proteobacterium_SCGC_AAA240-E13],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[alpha_proteobacterium_SCGC_AAA240-E13],f__[alpha_proteobacterium_SCGC_AAA240-E13],,
